 in-phase amplitude spherical harmonic coefficient model
  3.986004415   6378137.00      0.1742  16.593
     1     0  6.4086749317075785E-08  0.0000000000000000E+00
     1     1  8.2092112607475262E-08 -3.9331272383820682E-08
     2     0  6.5737747357930961E-09  0.0000000000000000E+00
     2     1 -1.8692226738130610E-07 -1.5099056763605175E-07
     2     2 -3.2883419718789281E-07  5.5470393855696233E-07
     3     0  1.7475031272229098E-07  0.0000000000000000E+00
     3     1  2.4707089157754947E-07 -2.6089829252183726E-07
     3     2 -4.9227802037899906E-08 -2.4846857469975829E-07
     3     3  8.0449530310067039E-07  3.9758070678883587E-07
     4     0 -2.2682208732674721E-07  0.0000000000000000E+00
     4     1  1.3715891343454219E-07  6.5462297148611824E-08
     4     2  5.6729287474425888E-07 -7.9749367809890521E-07
     4     3 -5.7287859269979989E-07 -7.4217062886090834E-07
     4     4 -7.6789846518036331E-07  5.6224374844793471E-07
     5     0 -1.5887595709110043E-07  0.0000000000000000E+00
     5     1 -5.5606272146933803E-07  2.5928640128529320E-07
     5     2 -6.7325913956449641E-07  4.6715832298462695E-07
     5     3 -2.6396392914736536E-07  2.7713954413964841E-07
     5     4  2.3953745329797366E-07  2.7140544975488802E-07
     5     5  4.8954491842274676E-07  2.8829339296190588E-07
     6     0  3.3310197903280581E-07  0.0000000000000000E+00
     6     1  6.2584318229478194E-08 -8.1204026828341503E-08
     6     2 -1.7731055215511488E-07  5.6052619575646799E-07
     6     3 -2.2244055342660975E-07  5.1434115532345645E-08
     6     4  2.9826638791374379E-07  4.7246684351824417E-08
     6     5 -8.8947109986087296E-08 -4.2052349436951477E-07
     6     6  7.3909367782694109E-08 -4.9660850156260877E-07
     7     0  1.2705163040382894E-07  0.0000000000000000E+00
     7     1  2.0606960530875033E-07 -1.7605463088659236E-07
     7     2  2.6166690463521810E-07 -6.4312123851205349E-08
     7     3 -3.0155648348659153E-07  1.2348783475441093E-07
     7     4 -1.2606327986958039E-08  3.1413171055350684E-07
     7     5 -4.7071094698532893E-08 -3.8297830556647933E-08
     7     6 -5.1024854436101923E-08  3.6354287332526682E-07
     7     7  4.6247004137651549E-07 -4.2783506555884872E-07
     8     0 -8.8923773965502568E-08  0.0000000000000000E+00
     8     1  3.5548779419335402E-07 -3.0582699976684644E-08
     8     2 -6.7684926744810096E-08 -1.4237275600357354E-07
     8     3  2.1705445657010817E-07  1.5167591627129920E-07
     8     4 -2.4179161359001903E-07  1.8207945060657016E-07
     8     5 -8.9360476115916863E-08 -1.8319773244988258E-07
     8     6 -1.2723023294578545E-07 -5.6274580264091570E-08
     8     7 -4.9386684759848030E-07 -1.1005201542920708E-07
     8     8  1.6646209725355744E-07  2.9839393077140405E-08
     9     0 -3.7696473514906820E-07  0.0000000000000000E+00
     9     1  3.1125983915595962E-07  7.4653284761824343E-08
     9     2  6.3961953316478140E-08 -2.1282437772270677E-07
     9     3  9.4209877737572373E-08  2.2529919179225015E-07
     9     4  8.8163674196253328E-08  2.3993095426186090E-07
     9     5  7.6942123584015226E-08  2.9883779931817141E-07
     9     6  1.4896040797771271E-07  7.3582329878430294E-08
     9     7 -2.8749963364261477E-08  5.4352076281906131E-08
     9     8 -7.7679458017444495E-08 -1.8079796213395895E-07
     9     9  1.5808179928672683E-07  1.1152926480169126E-07
    10     0  1.9989790274261177E-08  0.0000000000000000E+00
    10     1 -4.3792444205727126E-08  8.3213093031992486E-08
    10     2  9.2318290915384443E-08  5.1464735230716035E-08
    10     3 -3.9603963286531063E-08  2.4098018343185213E-08
    10     4 -3.2405562307981251E-08  2.8240938305124246E-07
    10     5  1.4330910402119301E-07  1.7352488865820967E-07
    10     6  1.4948906419601739E-07  1.8517211110408867E-07
    10     7  1.8712328448615448E-07 -9.0154155030855221E-08
    10     8 -2.2268817877884314E-07 -2.5175907950565704E-07
    10     9 -2.1782453315787890E-07  2.4514659534178206E-07
    10    10 -2.4451742538367693E-08  2.2952457761551749E-07
    11     0 -1.7888719433623209E-09  0.0000000000000000E+00
    11     1 -5.3587055570012433E-08  7.3847255872651682E-08
    11     2  2.3682976387094206E-07 -8.5211573527450217E-08
    11     3 -5.7679767059257425E-08  1.7886291459970511E-08
    11     4 -6.0361777274350272E-08  1.5601031929905279E-07
    11     5  1.5160639495179339E-07  1.4360474382130333E-07
    11     6  2.7542385028416021E-09  2.1930491868453006E-07
    11     7  2.2362418525905312E-07  1.7066936433215808E-08
    11     8  6.7376785285898405E-08  5.5796743160668254E-08
    11     9  1.7907880718380221E-07  2.3153164311818846E-08
    11    10 -7.9782962915426320E-08 -7.8583320745463710E-08
    11    11 -2.5266557718484376E-07 -9.5351274096871601E-09
    12     0  1.8215934471118158E-08  0.0000000000000000E+00
    12     1 -6.7845748617154158E-08  8.2759770095012553E-08
    12     2  1.7059893651053046E-07 -5.8784006435289604E-08
    12     3  1.1758608194818624E-07 -8.2331001000644249E-08
    12     4  4.6812467944666388E-08  1.2283724501739191E-07
    12     5  1.5145224582247761E-07  1.7140040750196751E-07
    12     6  6.2824464430420808E-08  5.7465703504316351E-08
    12     7 -3.4213681945043393E-08 -2.0881753224333297E-08
    12     8 -1.4206355794987193E-07 -8.4985333827371863E-08
    12     9 -9.1386251580977946E-08 -6.6611277514793775E-08
    12    10 -3.6354444296325714E-08  6.8156446723885522E-08
    12    11  7.0249855948558357E-08 -1.0312131527603843E-07
    12    12 -1.4027113561043080E-07 -3.3317344196990869E-08
    13     0  4.0580549362312821E-08  0.0000000000000000E+00
    13     1  1.7332258674714191E-08 -9.1168501638538795E-08
    13     2  1.8344227172079580E-07  8.4759703821984721E-08
    13     3  1.6534330894460535E-07 -8.7205568515648298E-09
    13     4  9.0306561163603194E-08  5.8185296445281471E-08
    13     5  2.7982395211667272E-07  1.1674675811191135E-07
    13     6 -1.1417441444873968E-08  7.7250673673878730E-09
